LocationID,latitude,longitude
1,40.69183324768027,-74.17399962439649
2,40.6167485107679,-73.83129791767449
3,40.864474029071026,-73.8474224544388
4,40.723752279820935,-73.9769682480012
5,40.55266034662281,-74.18848385488894
6,40.600324512554224,-74.0717707162433
7,40.76149294805014,-73.91969431292853
8,40.7785587367252,-73.92308610315324
9,40.751036190937945,-73.78794893922692
10,40.67895400679125,-73.79098615722116
11,40.604273256497244,-74.00748831860919
12,40.70294586145242,-74.01556351888819
13,40.712038525282644,-74.01607909145625
14,40.624837070141474,-74.0298923068462
15,40.78333363914963,-73.78597198630668
16,40.76274011710255,-73.77342216567274
17,40.69150836517195,-73.94990515066242
18,40.86768297505392,-73.8901830250417
19,40.73548761025089,-73.72665536216671
20,40.857780086277955,-73.88586749742736
21,40.60143029434273,-73.98353672445552
22,40.612219388519485,-73.99525854563726
23,40.60645043750414,-74.17088778188867
24,40.80197055915847,-73.96547959405184
25,40.68563390588148,-73.98611385913128
26,40.630950680380685,-73.98866156070389
27,40.55913421248568,-73.90690647360974
28,40.71159663738257,-73.80872890945852
29,40.58092240914003,-73.96121684231393
30,40.603688337114,-73.82192667342522
31,40.857748329394575,-73.87547591496603
32,40.864002548464576,-73.86490104216263
33,40.69579848943247,-73.99525013081931
34,40.70085589455069,-73.97118873525308
35,40.66400363550274,-73.91025785986429
36,40.70052278361466,-73.9177110207266
37,40.69499596783896,-73.92224157736324
38,40.694342035521125,-73.73555434274373
39,40.63803818043048,-73.89973509282304
40,40.6791991689382,-73.99595617291811
41,40.804334190383955,-73.9512919792081
42,40.81825891062209,-73.94077145532192
43,40.78248012282952,-73.96555263736346
44,40.52550036491245,-74.23353258638026
45,40.71245941497821,-73.99815151933231
46,40.84908674157151,-73.7819869005717
47,40.8427505530687,-73.90031538083322
48,40.76225307014462,-73.9898445125929
49,40.68796795477487,-73.96236362089857
50,40.76623794924562,-73.99513515294036
51,40.8739742033595,-73.82826381306714
52,40.68665136264671,-73.9967240124709
53,40.78091371859198,-73.84281375489955
54,40.68720097348848,-74.0029112453143
55,40.576960999381136,-73.98794334794168
56,40.7414070109209,-73.85884523606103
57,40.75181942351352,-73.85358156687732
58,40.84145241279661,-73.8203931459691
59,40.838550376012805,-73.89498586463272
60,40.83399078099266,-73.88589991585235
61,40.67446980639107,-73.939287119347
62,40.666540488325374,-73.94878865658205
63,40.683840220772396,-73.87817248573697
64,40.760617851463834,-73.7393374733301
65,40.69533767504157,-73.98608604598567
66,40.70225902655067,-73.98570163875785
67,40.61962049177348,-74.0138010887354
68,40.74842798720267,-73.99991723278808
69,40.83141755023139,-73.91502890539738
70,40.7633525435667,-73.86839570306527
71,40.644289113201275,-73.93796630546292
72,40.652365530074405,-73.92225095240615
73,40.754109183618645,-73.8072942193705
74,40.80117014641267,-73.93734558201321
75,40.79001099464779,-73.94575028684694
76,40.66093771014861,-73.87682080878457
77,40.66655940770857,-73.89536422107739
78,40.8449606927967,-73.88552195331363
79,40.72762037979556,-73.98593745656346
80,40.71537063770471,-73.93679292124946
81,40.88093670542133,-73.83664281783369
82,40.73949637105536,-73.87711833319973
83,40.73832404992654,-73.89217335687097
84,40.52868986696331,-74.18767184294087
85,40.64611671410988,-73.95162313889989
86,40.6024334933342,-73.75524389047608
87,40.7068085206633,-74.0074960011372
88,40.703357955153415,-74.0115150301029
89,40.637901223497565,-73.96096834448161
90,40.74227874559687,-73.9969713812817
91,40.62627365037334,-73.93009692437738
92,40.761103496101455,-73.82885877543937
93,40.74067932625738,-73.84086829354678
94,40.85815528216193,-73.89953593041344
95,40.7214336376132,-73.8476695729604
96,40.697001454963605,-73.87155696601225
97,40.690787189701005,-73.97488212111259
98,40.73446316338141,-73.77725348163418
99,40.57677626737917,-74.18641735666223
100,40.75351281821808,-73.98878659281672
101,40.74599511111824,-73.71102626606051
102,40.703546016442424,-73.87573512940472
103,40.689860112628594,-74.04528829835063
104,40.69876869767011,-74.04077075837161
105,40.68878436124106,-74.01907264794217
106,40.67351308093168,-73.99064713394965
107,40.736824217694426,-73.98405212377821
108,40.5884037360756,-73.9814310112707
109,40.55186493049068,-74.15088956645303
110,40.54578144719341,-74.12834210590809
111,40.65213754402215,-73.99023456427935
112,40.729506756693844,-73.94954045230767
113,40.732579187819816,-73.99430479786803
114,40.72834047679634,-73.99738030890202
115,40.61797224524943,-74.08783879206527
116,40.82701286938048,-73.9485216803448
117,40.59405943228885,-73.78962144686345
118,40.586557624601454,-74.13297582599395
119,40.83782742502042,-73.92615706390774
120,40.84666913466096,-73.93018167255279
121,40.72833418157196,-73.80244448157218
122,40.710639651207245,-73.76113704604724
123,40.599955071232486,-73.96433373234349
124,40.65824909319056,-73.84491881598804
125,40.72629046462965,-74.0074858233987
126,40.8120752879561,-73.88553776371006
127,40.86607527933178,-73.91930814109242
128,40.87237892676635,-73.92436978009825
129,40.757312827628716,-73.88531721427285
130,40.70436942290478,-73.79397891838097
131,40.72065559926268,-73.7761005987515
132,40.64698714140882,-73.7865345445267
133,40.64059039720112,-73.97619910639271
134,40.708051233153256,-73.82871250083386
135,40.728378722577126,-73.82119636932875
136,40.86526447394739,-73.90591113481655
137,40.740439108321304,-73.97649473552738
138,40.774376074573546,-73.8736287432974
139,40.67709853962517,-73.74423412839232
140,40.765484369686675,-73.95473864330349
141,40.76694852894351,-73.95963460421204
142,40.77363350148179,-73.98153212913893
143,40.775965415658035,-73.98764547765384
144,40.720889000906375,-73.99691851891627
145,40.74537981286846,-73.948891401913
146,40.75424262602547,-73.93482887808456
147,40.81967647816633,-73.89895630085127
148,40.718938502002416,-73.99089621027638
149,40.60491399929591,-73.94813557946033
150,40.58047351424002,-73.94362874177574
151,40.79796211203058,-73.96816839713028
152,40.81797530606478,-73.95378225144471
153,40.87596784970256,-73.91037867548049
154,40.59357207755751,-73.90259730087405
155,40.61459175539601,-73.91527699140087
156,40.63130874518222,-74.1672358955392
157,40.72399588048505,-73.90232914231079
158,40.73503575994286,-74.00898405732042
159,40.818259885772264,-73.91284943941383
160,40.71833738990975,-73.88005149469106
161,40.75802819502703,-73.97769787891805
162,40.75668787637988,-73.97235583526859
163,40.76442145311841,-73.97756873888824
164,40.74857480637411,-73.98515636606064
165,40.620924643401516,-73.95682471185489
166,40.809457279602086,-73.96176354737968
167,40.82751279976001,-73.90235162125072
168,40.80734767544351,-73.91682214383594
169,40.84905864157318,-73.90512209869966
170,40.74774594742366,-73.97849160703805
171,40.768352218650904,-73.80954607261988
172,40.5717695700666,-74.10501908780334
173,40.7525794744266,-73.8630375284209
174,40.87713799224578,-73.87902228343984
175,40.74267377710902,-73.75462171524393
176,40.56199514933294,-74.1225845213097
177,40.67664445838663,-73.91363204161445
178,40.61731540293949,-73.97032587789639
179,40.771570448759384,-73.92833328843297
180,40.67559527676236,-73.8470433103355
181,40.6703750772745,-73.98141345487565
182,40.83774879406082,-73.85798694084608
183,40.849172861788155,-73.83158178011189
184,40.868278699730546,-73.80785676443811
185,40.854404836914256,-73.85439375417016
186,40.74849724011408,-73.99243753064788
187,40.62816854481826,-74.14078692103175
188,40.658744682659524,-73.94744153110508
189,40.677635558513614,-73.9675868915014
190,40.661622943162094,-73.96891371270299
191,40.7154559595644,-73.74153187926252
192,40.743751692657106,-73.8152294149262
193,40.76031399649461,-73.94199691619322
194,40.791001393797806,-73.92459609446993
195,40.67554935634372,-74.00917852378441
196,40.72615633481576,-73.86333865340647
197,40.69454286957721,-73.83092394881868
198,40.70652740556016,-73.90170930742958
199,40.7911331111474,-73.8826583733067
200,40.89953035518689,-73.90698689522188
201,40.5779829616056,-73.8434520311507
202,40.76190059001576,-73.94995120491706
203,40.65785551008852,-73.739471854472
204,40.540335630615175,-74.20782623601234
205,40.69120285989833,-73.76314614298887
206,40.638972889537925,-74.10231153399897
207,40.76398567190052,-73.89935255803881
208,40.823320610101284,-73.82354072908242
209,40.70907280769051,-74.00366459999135
210,40.59202385493997,-73.9405071207574
211,40.72388819160562,-74.00153755165321
212,40.82790226062862,-73.8696794940246
213,40.817859178306534,-73.8581350088513
